,inns_number,bat,team,bowl,opposition,ball,ball_id,outs,dismissal,over,phase,noball,wide,date,year,ground,country,bat_hand,bowl_style,bowl_kind,bowl_category,runs,balls,line,length,shot,control,inns,1s,2s,3s,4s,5s,6s,bowler_dismissed?,dots
2240,1.0,Shubman Gill,Gujarat Titans,Kagiso Rabada,Punjab Kings,2.0,12.02,0,,13.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RF,pace bowler,RAP,6.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,STRAIGHT_DRIVE,1.0,1,0,0,0,0,0,1,0,0
2239,1.0,Shubman Gill,Gujarat Titans,Kagiso Rabada,Punjab Kings,4.0,4.04,0,,5.0,PP,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2238,1.0,Shubman Gill,Gujarat Titans,Kagiso Rabada,Punjab Kings,4.0,2.04,0,,3.0,PP,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,0.0,1,1,0,0,0,0,0,0,0
2237,1.0,Shubman Gill,Gujarat Titans,Kagiso Rabada,Punjab Kings,3.0,2.03,0,,3.0,PP,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RF,pace bowler,RAP,4.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,0,0,0,1,0,0,0,0
2249,1.0,Shubman Gill,Gujarat Titans,Sam Curran,Punjab Kings,6.0,10.06,0,,11.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2235,1.0,Shubman Gill,Gujarat Titans,Arshdeep Singh,Punjab Kings,2.0,19.02,0,,20.0,Slog,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL_TOSS,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2242,1.0,Shubman Gill,Gujarat Titans,Kagiso Rabada,Punjab Kings,6.0,12.06,0,,13.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,1,0,0,0,0,0,0,0
2250,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,1.0,7.01,0,,8.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT,PULL,1.0,1,1,0,0,0,0,0,0,0
2257,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,4.0,16.04,0,,17.0,Slog,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,6.0,1.0,OUTSIDE_OFFSTUMP,SHORT,PULL,1.0,1,0,0,0,0,0,1,0,0
2252,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,4.0,7.04,0,,8.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2234,1.0,Shubman Gill,Gujarat Titans,Arshdeep Singh,Punjab Kings,1.0,19.01,0,,20.0,Slog,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,2.0,1.0,OUTSIDE_OFFSTUMP,FULL_TOSS,COVER_DRIVE,1.0,1,0,1,0,0,0,0,0,0
2266,1.0,Shubman Gill,Gujarat Titans,Sikandar Raza,Punjab Kings,3.0,11.03,0,,12.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,OB/LB,spin bowler,RAS,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,PULL,1.0,1,1,0,0,0,0,0,0,0
2265,1.0,Shubman Gill,Gujarat Titans,Sikandar Raza,Punjab Kings,2.0,11.02,0,,12.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,OB/LB,spin bowler,RAS,4.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,0,0,0,1,0,0,0,0
2264,1.0,Shubman Gill,Gujarat Titans,Sikandar Raza,Punjab Kings,1.0,11.01,0,,12.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,OB/LB,spin bowler,RAS,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
2263,1.0,Shubman Gill,Gujarat Titans,Sikandar Raza,Punjab Kings,3.0,9.03,0,,10.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,OB/LB,spin bowler,RAS,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,1,0,0,0,0,0,0,0
2262,1.0,Shubman Gill,Gujarat Titans,Sikandar Raza,Punjab Kings,1.0,9.01,0,,10.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,OB/LB,spin bowler,RAS,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,1,0,0,0,0,0,0,0
2251,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,3.0,7.03,0,,8.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,4.0,1.0,OUTSIDE_OFFSTUMP,SHORT,UPPER_CUT,1.0,1,0,0,0,1,0,0,0,0
2261,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,9.0,18.09,0,,19.0,Slog,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,3.0,1.0,OUTSIDE_OFFSTUMP,FULL_TOSS,COVER_DRIVE,1.0,1,0,0,1,0,0,0,0,0
2259,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,6.0,16.06,0,,17.0,Slog,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,YORKER,SQUARE_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2258,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,5.0,16.05,0,,17.0,Slog,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,2.0,1.0,OUTSIDE_OFFSTUMP,YORKER,SQUARE_DRIVE,1.0,1,0,1,0,0,0,0,0,0
2256,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,2.0,16.02,0,,17.0,Slog,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,YORKER,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2255,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,3.0,13.03,0,,14.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,1,0,0,0,0,0,0,0
2254,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,1.0,13.01,0,,14.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2253,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,6.0,7.06,0,,8.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
2260,1.0,Shubman Gill,Gujarat Titans,Harshal Patel,Punjab Kings,1.0,18.01,0,,19.0,Slog,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL_TOSS,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2233,1.0,Shubman Gill,Gujarat Titans,Arshdeep Singh,Punjab Kings,5.0,15.05,0,,16.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,1.0,1.0,ON_THE_STUMPS,FULL,FLICK,1.0,1,1,0,0,0,0,0,0,0
2221,1.0,Shubman Gill,Gujarat Titans,Harpreet Brar,Punjab Kings,1.0,6.01,0,,7.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,SLA,spin bowler,SLA,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
2231,1.0,Shubman Gill,Gujarat Titans,Arshdeep Singh,Punjab Kings,2.0,15.02,0,,16.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,1.0,1.0,ON_THE_STUMPS,FULL_TOSS,FLICK,1.0,1,1,0,0,0,0,0,0,0
2232,1.0,Shubman Gill,Gujarat Titans,Arshdeep Singh,Punjab Kings,4.0,15.04,0,,16.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,2.0,1.0,ON_THE_STUMPS,FULL,FLICK,1.0,1,0,1,0,0,0,0,0,0
2219,1.0,Shubman Gill,Gujarat Titans,Harpreet Brar,Punjab Kings,5.0,0.05,0,,1.0,PP,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,SLA,spin bowler,SLA,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
2222,1.0,Shubman Gill,Gujarat Titans,Harpreet Brar,Punjab Kings,2.0,6.02,0,,7.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,SLA,spin bowler,SLA,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
2223,1.0,Shubman Gill,Gujarat Titans,Harpreet Brar,Punjab Kings,5.0,8.05,0,,9.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,SLA,spin bowler,SLA,1.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2224,1.0,Shubman Gill,Gujarat Titans,Harpreet Brar,Punjab Kings,3.0,14.03,0,,15.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,SLA,spin bowler,SLA,2.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,1,0,0,0,0,0,0
2220,1.0,Shubman Gill,Gujarat Titans,Harpreet Brar,Punjab Kings,6.0,0.06,0,,1.0,PP,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,SLA,spin bowler,SLA,6.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,STRAIGHT_DRIVE,1.0,1,0,0,0,0,0,1,0,0
2226,1.0,Shubman Gill,Gujarat Titans,Harpreet Brar,Punjab Kings,5.0,14.05,0,,15.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,SLA,spin bowler,SLA,3.0,1.0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,0,0,1,0,0,0,0,0
2227,1.0,Shubman Gill,Gujarat Titans,Arshdeep Singh,Punjab Kings,6.0,1.06,0,,2.0,PP,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,2.0,1.0,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,0,1,0,0,0,0,0,0
2228,1.0,Shubman Gill,Gujarat Titans,Arshdeep Singh,Punjab Kings,1.0,3.01,0,,4.0,PP,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
2229,1.0,Shubman Gill,Gujarat Titans,Arshdeep Singh,Punjab Kings,2.0,3.02,0,,4.0,PP,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,1,0,0,0,0,0,0,0
2230,1.0,Shubman Gill,Gujarat Titans,Arshdeep Singh,Punjab Kings,6.0,3.06,0,,4.0,PP,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,LMF,pace bowler,LAP,4.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,STEERED,0.0,1,0,0,0,1,0,0,0,0
2225,1.0,Shubman Gill,Gujarat Titans,Harpreet Brar,Punjab Kings,4.0,14.04,0,,15.0,Middle,0.0,0.0,2024-04-04,2024.0,"Narendra Modi Stadium, Ahmedabad",India,RHB,SLA,spin bowler,SLA,4.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,SWEEP_SHOT,1.0,1,0,0,0,1,0,0,0,0
2198,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,2.0,0.02,0,,1.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,0,0,0,0,1
2207,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,2.0,4.02,0,,5.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,0,0,0,0,1
2199,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,3.0,0.03,0,,1.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2200,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,6.0,0.06,0,,1.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
2201,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,7.0,0.07,0,,1.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2202,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,1.0,2.01,0,,3.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,0,0,0,0,0,0,0,1
2203,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,2.0,2.02,0,,3.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,0,0,0,0,0,0,0,1
2205,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,4.0,2.04,0,,3.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2206,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,6.0,2.06,0,,3.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,2.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,0,1,0,0,0,0,0,0
2208,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,3.0,4.03,0,,5.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
2204,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,3.0,2.03,0,,3.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,1,0,0,0,0,0,0,0,1
2210,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,7.0,4.07,0,,5.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2211,2.0,Shubman Gill,Gujarat Titans,Naveen-ul-Haq,Lucknow Super Giants,1.0,1.01,0,,2.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,RMF,pace bowler,RAP,2.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,1,0,1,0,0,0,0,0,0
2212,2.0,Shubman Gill,Gujarat Titans,Naveen-ul-Haq,Lucknow Super Giants,2.0,1.02,0,,2.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,RMF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,SQUARE_DRIVE,0.0,1,0,0,0,0,0,0,0,1
2213,2.0,Shubman Gill,Gujarat Titans,Naveen-ul-Haq,Lucknow Super Giants,3.0,1.03,0,,2.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,RMF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DEFENDED,1.0,1,1,0,0,0,0,0,0,0
2214,2.0,Shubman Gill,Gujarat Titans,Mayank Yadav,Lucknow Super Giants,6.0,3.06,0,,4.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,RF,pace bowler,RAP,4.0,1.0,OUTSIDE_OFFSTUMP,SHORT,UPPER_CUT,1.0,1,0,0,0,1,0,0,0,0
2215,2.0,Shubman Gill,Gujarat Titans,Yash Thakur,Lucknow Super Giants,2.0,5.02,0,,6.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,RFM,pace bowler,RAP,4.0,1.0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,1,0,0,0,0
2216,2.0,Shubman Gill,Gujarat Titans,Yash Thakur,Lucknow Super Giants,3.0,5.03,0,,6.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,RFM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT,PULL,1.0,1,1,0,0,0,0,0,0,0
2217,2.0,Shubman Gill,Gujarat Titans,Yash Thakur,Lucknow Super Giants,5.0,5.05,0,,6.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,RFM,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,FULL,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
2218,2.0,Shubman Gill,Gujarat Titans,Yash Thakur,Lucknow Super Giants,6.0,5.06,1,bowled,6.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,RFM,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,FULL,FLICK,0.0,1,0,0,0,0,0,0,1,1
2209,2.0,Shubman Gill,Gujarat Titans,Manimaran Siddharth,Lucknow Super Giants,6.0,4.06,0,,5.0,PP,0.0,0.0,2024-04-07,2024.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RHB,SLA,spin bowler,SLA,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
2298,2.0,Shubman Gill,Gujarat Titans,Yuzvendra Chahal,Rajasthan Royals,5.0,9.05,0,,10.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,LBG,spin bowler,RWS,2.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,1,0,0,0,0,0,0
2297,2.0,Shubman Gill,Gujarat Titans,Yuzvendra Chahal,Rajasthan Royals,4.0,9.04,0,,10.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,LBG,spin bowler,RWS,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,0,0,0,0,1
2296,2.0,Shubman Gill,Gujarat Titans,Yuzvendra Chahal,Rajasthan Royals,2.0,9.02,0,,10.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,LBG,spin bowler,RWS,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2291,2.0,Shubman Gill,Gujarat Titans,Ravichandran Ashwin,Rajasthan Royals,2.0,14.02,0,,15.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,OB,spin bowler,RAO,1.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2294,2.0,Shubman Gill,Gujarat Titans,Ravichandran Ashwin,Rajasthan Royals,6.0,14.06,0,,15.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,OB,spin bowler,RAO,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
2293,2.0,Shubman Gill,Gujarat Titans,Ravichandran Ashwin,Rajasthan Royals,5.0,14.05,0,,15.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,OB,spin bowler,RAO,2.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,1,0,1,0,0,0,0,0,0
2292,2.0,Shubman Gill,Gujarat Titans,Ravichandran Ashwin,Rajasthan Royals,4.0,14.04,0,,15.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,OB,spin bowler,RAO,4.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,1,0,0,0,0
2299,2.0,Shubman Gill,Gujarat Titans,Yuzvendra Chahal,Rajasthan Royals,6.0,9.06,0,,10.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,LBG,spin bowler,RWS,4.0,1.0,ON_THE_STUMPS,FULL,SLOG_SWEEP,1.0,1,0,0,0,1,0,0,0,0
2311,2.0,Shubman Gill,Gujarat Titans,Kuldeep Sen,Rajasthan Royals,6.0,12.06,0,,13.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,1,0,0,0,0,0,0,0
2300,2.0,Shubman Gill,Gujarat Titans,Yuzvendra Chahal,Rajasthan Royals,1.0,13.01,0,,14.0,Middle,0.0,0.0,2024-04-10,2024.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,LBG,spin bowler,RWS,2.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,1,0,1,0,0,0,0,0,0
