,date,team,inns_number,opposition,ground,dismissal,runs,balls,outs,dots,1s,2s,3s,4s,5s,6s,SR,Control%
1853,2019-04-09,Kolkata Knight Riders,1,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,2,4,0,2,2,0,0,0,0,0,50.0,100.0
408,2019-04-09,Kolkata Knight Riders,1,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,2,5,0,3,2,0,0,0,0,0,40.0,100.0
532,2019-04-09,Kolkata Knight Riders,1,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,2,6,0,4,2,0,0,0,0,0,33.33,100.0
1362,2019-04-09,Kolkata Knight Riders,1,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,4,7,0,4,2,1,0,0,0,0,57.14,100.0
2315,2019-04-09,Kolkata Knight Riders,1,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,5,8,0,4,3,1,0,0,0,0,62.5,100.0
1508,2019-04-09,Kolkata Knight Riders,1,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,6,9,0,4,4,1,0,0,0,0,66.67,100.0
1261,2019-04-09,Kolkata Knight Riders,1,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,8,10,0,4,4,2,0,0,0,0,80.0,100.0
1710,2019-04-09,Kolkata Knight Riders,1,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,9,11,0,4,5,2,0,0,0,0,81.82,100.0
137,2019-04-09,Kolkata Knight Riders,1,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",stumped,9,12,1,5,5,2,0,0,0,0,75.0,91.67
925,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,4,1,0,0,0,0,0,1,0,0,400.0,100.0
1608,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,5,2,0,0,1,0,0,1,0,0,250.0,100.0
2253,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,6,3,0,0,2,0,0,1,0,0,200.0,100.0
43,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,6,4,0,1,2,0,0,1,0,0,150.0,100.0
215,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,6,5,0,2,2,0,0,1,0,0,120.0,100.0
1803,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,7,6,0,2,3,0,0,1,0,0,116.67,100.0
1189,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,11,7,0,2,3,0,0,2,0,0,157.14,100.0
944,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,15,8,0,2,3,0,0,3,0,0,187.5,100.0
238,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,15,9,0,3,3,0,0,3,0,0,166.67,100.0
1047,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,19,10,0,3,3,0,0,4,0,0,190.0,100.0
1978,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,20,11,0,3,4,0,0,4,0,0,181.82,100.0
2282,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,21,12,0,3,5,0,0,4,0,0,175.0,100.0
97,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,21,13,0,4,5,0,0,4,0,0,161.54,100.0
251,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,21,14,0,5,5,0,0,4,0,0,150.0,100.0
1836,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,22,15,0,5,6,0,0,4,0,0,146.67,100.0
1255,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,24,16,0,5,6,1,0,4,0,0,150.0,100.0
1674,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,25,17,0,5,7,1,0,4,0,0,147.06,94.12
1160,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,29,18,0,5,7,1,0,5,0,0,161.11,94.44
2301,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,30,19,0,5,8,1,0,5,0,0,157.89,94.74
1857,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,31,20,0,5,9,1,0,5,0,0,155.0,95.0
2151,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,32,21,0,5,10,1,0,5,0,0,152.38,95.24
1509,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,33,22,0,5,11,1,0,5,0,0,150.0,95.45
769,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,33,23,0,6,11,1,0,5,0,0,143.48,95.65
1299,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,35,24,0,6,11,2,0,5,0,0,145.83,95.83
1876,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,36,25,0,6,12,2,0,5,0,0,144.0,96.0
1369,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,38,26,0,6,12,3,0,5,0,0,146.15,96.15
2341,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,39,27,0,6,13,3,0,5,0,0,144.44,96.3
138,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,39,28,0,7,13,3,0,5,0,0,139.29,92.86
291,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,39,28,0,7,13,3,0,5,0,0,139.29,92.86
1884,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,40,29,0,7,14,3,0,5,0,0,137.93,93.1
2183,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,41,30,0,7,15,3,0,5,0,0,136.67,93.33
1546,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,42,31,0,7,16,3,0,5,0,0,135.48,93.55
862,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,48,32,0,7,16,3,0,5,0,1,150.0,93.75
2035,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,49,33,0,7,17,3,0,5,0,1,148.48,93.94
1560,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,50,34,0,7,18,3,0,5,0,1,147.06,91.18
883,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,56,35,0,7,18,3,0,5,0,2,160.0,91.43
1179,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,60,36,0,7,18,3,0,6,0,2,166.67,91.67
2386,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,61,37,0,7,19,3,0,6,0,2,164.86,89.19
969,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",,65,38,0,7,19,3,0,7,0,2,171.05,89.47
309,2019-04-12,Kolkata Knight Riders,1,Delhi Capitals,"Eden Gardens, Kolkata",caught,65,39,1,8,19,3,0,7,0,2,166.67,87.18
2428,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,1,1,0,0,1,0,0,0,0,0,100.0,100.0
1580,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,2,2,0,0,2,0,0,0,0,0,100.0,100.0
1917,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,3,3,0,0,3,0,0,0,0,0,100.0,66.67
2394,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,4,4,0,0,4,0,0,0,0,0,100.0,75.0
1279,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,6,5,0,0,4,1,0,0,0,0,120.0,80.0
319,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,6,6,0,1,4,1,0,0,0,0,100.0,83.33
1921,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,7,7,0,1,5,1,0,0,0,0,100.0,85.71
2398,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,8,8,0,1,6,1,0,0,0,0,100.0,87.5
1588,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,9,9,0,1,7,1,0,0,0,0,100.0,88.89
1927,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,10,10,0,1,8,1,0,0,0,0,100.0,90.0
683,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,10,11,0,2,8,1,0,0,0,0,90.91,90.91
2403,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,11,12,0,2,9,1,0,0,0,0,91.67,91.67
172,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,11,13,0,3,9,1,0,0,0,0,84.62,92.31
1778,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,12,14,0,3,10,1,0,0,0,0,85.71,92.86
571,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,12,15,0,4,10,1,0,0,0,0,80.0,86.67
2240,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,13,16,0,4,11,1,0,0,0,0,81.25,87.5
456,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,13,17,0,5,11,1,0,0,0,0,76.47,82.35
1350,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,15,18,0,5,11,2,0,0,0,0,83.33,83.33
684,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",,15,19,0,6,11,2,0,0,0,0,78.95,84.21
804,2019-04-14,Kolkata Knight Riders,1,Chennai Super Kings,"Eden Gardens, Kolkata",caught,15,20,1,7,11,2,0,0,0,0,75.0,85.0
604,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
715,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,0,2,0,2,0,0,0,0,0,0,0.0,50.0
71,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,0,3,0,3,0,0,0,0,0,0,0.0,66.67
231,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,0,4,0,4,0,0,0,0,0,0,0.0,50.0
1812,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,1,5,0,4,1,0,0,0,0,0,20.0,60.0
2275,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,2,6,0,4,2,0,0,0,0,0,33.33,50.0
82,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,2,7,0,5,2,0,0,0,0,0,28.57,57.14
1232,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,5,8,0,5,2,0,1,0,0,0,62.5,62.5
1096,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,9,9,0,5,2,0,1,1,0,0,100.0,66.67
622,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",,9,10,0,6,2,0,1,1,0,0,90.0,70.0
743,2019-04-19,Kolkata Knight Riders,2,Royal Challengers Bangalore,"Eden Gardens, Kolkata",caught,9,11,1,7,2,0,1,1,0,0,81.82,63.64
2106,2019-04-21,Kolkata Knight Riders,1,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,1,1,0,0,1,0,0,0,0,0,100.0,100.0
1644,2019-04-21,Kolkata Knight Riders,1,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,2,2,0,0,2,0,0,0,0,0,100.0,100.0
1971,2019-04-21,Kolkata Knight Riders,1,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,3,3,0,0,3,0,0,0,0,0,100.0,100.0
240,2019-04-21,Kolkata Knight Riders,1,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",caught,3,4,1,1,3,0,0,0,0,0,75.0,75.0
1435,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,1,1,0,0,1,0,0,0,0,0,100.0,100.0
2258,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,2,2,0,0,2,0,0,0,0,0,100.0,100.0
55,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,2,3,0,1,2,0,0,0,0,0,66.67,100.0
225,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,2,4,0,2,2,0,0,0,0,0,50.0,100.0
369,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,2,5,0,3,2,0,0,0,0,0,40.0,100.0
1962,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,3,6,0,3,3,0,0,0,0,0,50.0,100.0
938,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,7,7,0,3,3,0,0,1,0,0,100.0,100.0
232,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,7,8,0,4,3,0,0,1,0,0,87.5,100.0
1813,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,8,9,0,4,4,0,0,1,0,0,88.89,100.0
1289,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,10,10,0,4,4,1,0,1,0,0,100.0,100.0
388,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,10,11,0,5,4,1,0,1,0,0,90.91,90.91
1099,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,14,12,0,5,4,1,0,2,0,0,116.67,91.67
631,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",,14,13,0,6,4,1,0,2,0,0,107.69,92.31
748,2019-04-25,Kolkata Knight Riders,1,Rajasthan Royals,"Eden Gardens, Kolkata",bowled,14,14,1,7,4,1,0,2,0,0,100.0,85.71
921,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,4,1,0,0,0,0,0,1,0,0,400.0,100.0
976,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,8,2,0,0,0,0,0,2,0,0,400.0,100.0
329,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,8,3,0,1,0,0,0,2,0,0,266.67,100.0
870,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,14,4,0,1,0,0,0,2,0,1,350.0,100.0
574,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,14,5,0,2,0,0,0,2,0,1,280.0,100.0
686,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,14,6,0,3,0,0,0,2,0,1,233.33,83.33
2255,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,15,7,0,3,1,0,0,2,0,1,214.29,85.71
1446,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,16,8,0,3,2,0,0,2,0,1,200.0,87.5
494,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,16,9,0,4,2,0,0,2,0,1,177.78,88.89
611,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,16,10,0,5,2,0,0,2,0,1,160.0,90.0
2266,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,17,11,0,5,3,0,0,2,0,1,154.55,90.91
1455,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,18,12,0,5,4,0,0,2,0,1,150.0,91.67
1968,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,19,13,0,5,5,0,0,2,0,1,146.15,92.31
1650,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,20,14,0,5,6,0,0,2,0,1,142.86,92.86
2283,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,21,15,0,5,7,0,0,2,0,1,140.0,93.33
1471,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,22,16,0,5,8,0,0,2,0,1,137.5,93.75
1104,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,26,17,0,5,8,0,0,3,0,1,152.94,94.12
2136,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,27,18,0,5,9,0,0,3,0,1,150.0,94.44
1486,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,28,19,0,5,10,0,0,3,0,1,147.37,94.74
2306,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,29,20,0,5,11,0,0,3,0,1,145.0,95.0
1496,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,30,21,0,5,12,0,0,3,0,1,142.86,95.24
647,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,30,22,0,6,12,0,0,3,0,1,136.36,95.45
2317,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,31,23,0,6,13,0,0,3,0,1,134.78,95.65
126,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,31,24,0,7,13,0,0,3,0,1,129.17,95.83
1695,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,32,25,0,7,14,0,0,3,0,1,128.0,92.0
1237,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,35,26,0,7,14,0,1,3,0,1,134.62,92.31
830,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,41,27,0,7,14,0,1,3,0,2,151.85,92.59
1709,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,42,28,0,7,15,0,1,3,0,2,150.0,92.86
2028,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,43,29,0,7,16,0,1,3,0,2,148.28,93.1
961,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,47,30,0,7,16,0,1,4,0,2,156.67,93.33
1301,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,49,31,0,7,16,1,1,4,0,2,158.06,93.55
1885,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,50,32,0,7,17,1,1,4,0,2,156.25,93.75
2354,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,51,33,0,7,18,1,1,4,0,2,154.55,90.91
1555,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,52,34,0,7,19,1,1,4,0,2,152.94,91.18
898,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,58,35,0,7,19,1,1,4,0,3,165.71,91.43
2376,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,59,36,0,7,20,1,1,4,0,3,163.89,91.67
148,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,59,37,0,8,20,1,1,4,0,3,159.46,89.19
1732,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,60,38,0,8,21,1,1,4,0,3,157.89,86.84
152,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,60,38,0,8,21,1,1,4,0,3,157.89,86.84
855,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,66,39,0,8,21,1,1,4,0,4,169.23,87.18
440,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,66,40,0,9,21,1,1,4,0,4,165.0,85.0
2053,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,67,41,0,9,22,1,1,4,0,4,163.41,85.37
970,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,71,42,0,9,22,1,1,5,0,4,169.05,85.71
1018,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,75,43,0,9,22,1,1,6,0,4,174.42,86.05
1915,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",,76,44,0,9,23,1,1,6,0,4,172.73,86.36
313,2019-04-28,Kolkata Knight Riders,1,Mumbai Indians,"Eden Gardens, Kolkata",caught,76,45,1,10,23,1,1,6,0,4,168.89,86.67
7,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
1603,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,1,2,0,1,1,0,0,0,0,0,50.0,100.0
1937,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,2,3,0,1,2,0,0,0,0,0,66.67,66.67
18,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,2,4,0,2,2,0,0,0,0,0,50.0,75.0
191,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,2,5,0,3,2,0,0,0,0,0,40.0,80.0
1794,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,3,6,0,3,3,0,0,0,0,0,50.0,83.33
219,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,3,7,0,4,3,0,0,0,0,0,42.86,85.71
1037,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,7,8,0,4,3,0,0,1,0,0,87.5,87.5
1956,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,8,9,0,4,4,0,0,1,0,0,88.89,88.89
729,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,8,10,0,5,4,0,0,1,0,0,80.0,80.0
1390,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,10,11,0,5,4,1,0,1,0,0,90.91,81.82
948,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,14,12,0,5,4,1,0,2,0,0,116.67,83.33
249,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,14,13,0,6,4,1,0,2,0,0,107.69,84.62
1834,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,15,14,0,6,5,1,0,2,0,0,107.14,85.71
1292,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,17,15,0,6,5,2,0,2,0,0,113.33,86.67
1849,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,18,16,0,6,6,2,0,2,0,0,112.5,87.5
2145,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,19,17,0,6,7,2,0,2,0,0,111.76,88.24
1691,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,20,18,0,6,8,2,0,2,0,0,111.11,88.89
2323,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,21,19,0,6,9,2,0,2,0,0,110.53,89.47
1513,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,22,20,0,6,10,2,0,2,0,0,110.0,85.0
2330,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,23,21,0,6,11,2,0,2,0,0,109.52,85.71
1530,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,24,22,0,6,12,2,0,2,0,0,109.09,86.36
1062,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,28,23,0,6,12,2,0,3,0,0,121.74,86.96
544,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,28,24,0,7,12,2,0,3,0,0,116.67,87.5
659,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,28,25,0,8,12,2,0,3,0,0,112.0,84.0
1402,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,30,26,0,8,12,3,0,3,0,0,115.38,84.62
1720,2019-05-03,Kolkata Knight Riders,2,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,31,27,0,8,13,3,0,3,0,0,114.81,85.19
