,date,team,inns_number,opposition,ground,dismissal,runs,balls,outs,dots,1s,2s,3s,4s,5s,6s,SR,Control%
1129,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,72,38,0,4,22,5,0,1,0,6,189.47,92.11
2222,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,73,39,0,4,23,5,0,1,0,6,187.18,92.31
1583,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,74,40,0,4,24,5,0,1,0,6,185.0,92.5
1333,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,76,41,0,4,24,6,0,1,0,6,185.37,92.68
1132,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,80,42,0,4,24,6,0,2,0,6,190.48,92.86
2229,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,81,43,0,4,25,6,0,2,0,6,188.37,93.02
1775,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,82,44,0,4,26,6,0,2,0,6,186.36,90.91
2404,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,83,45,0,4,27,6,0,2,0,6,184.44,91.11
1592,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,84,46,0,4,28,6,0,2,0,6,182.61,91.3
1929,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,85,47,0,4,29,6,0,2,0,6,180.85,91.49
843,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,91,48,0,4,29,6,0,2,0,7,189.58,91.67
1310,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,93,49,0,4,29,7,0,2,0,7,189.8,91.84
457,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,93,50,0,5,29,7,0,2,0,7,186.0,90.0
2073,2023-05-07,Gujarat Titans,1,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",,94,51,0,5,30,7,0,2,0,7,184.31,90.2
1786,2023-05-12,Gujarat Titans,2,Mumbai Indians,"Wankhede Stadium, Mumbai",,1,1,0,0,1,0,0,0,0,0,100.0,100.0
2077,2023-05-12,Gujarat Titans,2,Mumbai Indians,"Wankhede Stadium, Mumbai",,2,2,0,0,2,0,0,0,0,0,100.0,100.0
16,2023-05-12,Gujarat Titans,2,Mumbai Indians,"Wankhede Stadium, Mumbai",,2,3,0,1,2,0,0,0,0,0,66.67,66.67
1283,2023-05-12,Gujarat Titans,2,Mumbai Indians,"Wankhede Stadium, Mumbai",,4,4,0,1,2,1,0,0,0,0,100.0,75.0
342,2023-05-12,Gujarat Titans,2,Mumbai Indians,"Wankhede Stadium, Mumbai",,4,5,0,2,2,1,0,0,0,0,80.0,80.0
1938,2023-05-12,Gujarat Titans,2,Mumbai Indians,"Wankhede Stadium, Mumbai",,5,6,0,2,3,1,0,0,0,0,83.33,83.33
1443,2023-05-12,Gujarat Titans,2,Mumbai Indians,"Wankhede Stadium, Mumbai",,6,7,0,2,4,1,0,0,0,0,85.71,85.71
724,2023-05-12,Gujarat Titans,2,Mumbai Indians,"Wankhede Stadium, Mumbai",,6,8,0,3,4,1,0,0,0,0,75.0,75.0
615,2023-05-12,Gujarat Titans,2,Mumbai Indians,"Wankhede Stadium, Mumbai",bowled,6,9,1,4,4,1,0,0,0,0,66.67,66.67
1236,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,3,1,0,0,0,0,1,0,0,0,300.0,100.0
930,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,7,2,0,0,0,0,1,1,0,0,350.0,100.0
1231,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,10,3,0,0,0,0,2,1,0,0,333.33,100.0
63,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,10,4,0,1,0,0,2,1,0,0,250.0,100.0
1284,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,12,5,0,1,0,1,2,1,0,0,240.0,100.0
1040,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,16,6,0,1,0,1,2,2,0,0,266.67,100.0
1094,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,20,7,0,1,0,1,2,3,0,0,285.71,100.0
1145,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,24,8,0,1,0,1,2,4,0,0,300.0,100.0
1193,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,28,9,0,1,0,1,2,5,0,0,311.11,100.0
1655,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,29,10,0,1,1,1,2,5,0,0,290.0,90.0
514,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,29,11,0,2,1,1,2,5,0,0,263.64,90.91
628,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,29,12,0,3,1,1,2,5,0,0,241.67,91.67
1391,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,31,13,0,3,1,2,2,5,0,0,238.46,92.31
520,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,31,14,0,4,1,2,2,5,0,0,221.43,92.86
1157,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,35,15,0,4,1,2,2,6,0,0,233.33,93.33
2296,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,36,16,0,4,2,2,2,6,0,0,225.0,93.75
1479,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,37,17,0,4,3,2,2,6,0,0,217.65,94.12
1317,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,39,18,0,4,3,3,2,6,0,0,216.67,94.44
1112,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,43,19,0,4,3,3,2,7,0,0,226.32,94.74
1159,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,47,20,0,4,3,3,2,8,0,0,235.0,95.0
2299,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,48,21,0,4,4,3,2,8,0,0,228.57,95.24
956,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,52,22,0,4,4,3,2,9,0,0,236.36,95.45
1007,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,56,23,0,4,4,3,2,10,0,0,243.48,95.65
1859,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,57,24,0,4,5,3,2,10,0,0,237.5,95.83
649,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,57,25,0,5,5,3,2,10,0,0,228.0,96.0
2319,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,58,26,0,5,6,3,2,10,0,0,223.08,96.15
127,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,58,27,0,6,6,3,2,10,0,0,214.81,96.3
1696,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,59,28,0,6,7,3,2,10,0,0,210.71,96.43
1338,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,61,29,0,6,7,4,2,10,0,0,210.34,96.55
2163,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,62,30,0,6,8,4,2,10,0,0,206.67,96.67
1707,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,63,31,0,6,9,4,2,10,0,0,203.23,96.77
2178,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,64,32,0,6,10,4,2,10,0,0,200.0,96.88
140,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,64,33,0,7,10,4,2,10,0,0,193.94,96.97
1717,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,65,34,0,7,11,4,2,10,0,0,191.18,97.06
2422,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,66,35,0,7,12,4,2,10,0,0,188.57,97.14
1543,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,67,36,0,7,13,4,2,10,0,0,186.11,97.22
434,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,67,36,0,7,13,4,2,10,0,0,186.11,97.22
880,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,73,37,0,7,13,4,2,10,0,1,197.3,97.3
665,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,73,38,0,8,13,4,2,10,0,1,192.11,97.37
1216,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,77,39,0,8,13,4,2,11,0,1,197.44,97.44
819,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,77,40,0,9,13,4,2,11,0,1,192.5,97.5
1307,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,79,41,0,9,13,5,2,11,0,1,192.68,97.56
1907,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,80,42,0,9,14,5,2,11,0,1,190.48,97.62
1377,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,82,43,0,9,14,6,2,11,0,1,190.7,97.67
2383,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,83,44,0,9,15,6,2,11,0,1,188.64,97.73
1569,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,84,45,0,9,16,6,2,11,0,1,186.67,97.78
439,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,84,46,0,10,16,6,2,11,0,1,182.61,97.83
1122,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,88,47,0,10,16,6,2,12,0,1,187.23,97.87
2203,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,89,48,0,10,17,6,2,12,0,1,185.42,97.92
2055,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,90,49,0,10,18,6,2,12,0,1,183.67,97.96
1127,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,94,50,0,10,18,6,2,13,0,1,188.0,98.0
2219,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,95,51,0,10,19,6,2,13,0,1,186.27,98.04
1768,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,96,52,0,10,20,6,2,13,0,1,184.62,98.08
2400,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,97,53,0,10,21,6,2,13,0,1,183.02,98.11
1587,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,98,54,0,10,22,6,2,13,0,1,181.48,98.15
2401,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,99,55,0,10,23,6,2,13,0,1,180.0,98.18
1780,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,100,56,0,10,24,6,2,13,0,1,178.57,98.21
2407,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,101,57,0,10,25,6,2,13,0,1,177.19,98.25
173,2023-05-15,Gujarat Titans,1,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",caught,101,58,1,11,25,6,2,13,0,1,174.14,96.55
807,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
490,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,0,2,0,2,0,0,0,0,0,0,0.0,100.0
1142,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,4,3,0,2,0,0,0,1,0,0,133.33,100.0
1188,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,8,4,0,2,0,0,0,2,0,0,200.0,100.0
1460,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,9,5,0,2,1,0,0,2,0,0,180.0,100.0
1251,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,11,6,0,2,1,1,0,2,0,0,183.33,83.33
1660,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,12,7,0,2,2,1,0,2,0,0,171.43,85.71
2130,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,13,8,0,2,3,1,0,2,0,0,162.5,87.5
953,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,17,9,0,2,3,1,0,3,0,0,188.89,77.78
1670,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,18,10,0,2,4,1,0,3,0,0,180.0,80.0
757,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,18,11,0,3,4,1,0,3,0,0,163.64,81.82
1673,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,19,12,0,3,5,1,0,3,0,0,158.33,83.33
2142,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,20,13,0,3,6,1,0,3,0,0,153.85,84.62
1503,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,21,14,0,3,7,1,0,3,0,0,150.0,85.71
913,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,27,15,0,3,7,1,0,3,0,1,180.0,86.67
2420,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,28,16,0,3,8,1,0,3,0,1,175.0,87.5
1507,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,29,17,0,3,9,1,0,3,0,1,170.59,88.24
1115,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,33,18,0,3,9,1,0,4,0,1,183.33,83.33
893,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,39,19,0,3,9,1,0,4,0,2,205.26,84.21
2328,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,40,20,0,3,10,1,0,4,0,2,200.0,85.0
131,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,40,21,0,4,10,1,0,4,0,2,190.48,80.95
287,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,40,22,0,5,10,1,0,4,0,2,181.82,81.82
1874,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,41,23,0,5,11,1,0,4,0,2,178.26,82.61
774,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,41,24,0,6,11,1,0,4,0,2,170.83,83.33
1716,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,42,25,0,6,12,1,0,4,0,2,168.0,84.0
1170,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,46,26,0,6,12,1,0,5,0,2,176.92,84.62
2353,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,47,27,0,6,13,1,0,5,0,2,174.07,85.19
1267,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,49,28,0,6,13,2,0,5,0,2,175.0,85.71
1724,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,50,29,0,6,14,2,0,5,0,2,172.41,86.21
1343,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,52,30,0,6,14,3,0,5,0,2,173.33,83.33
666,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,52,31,0,7,14,3,0,5,0,2,167.74,80.65
2370,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,53,32,0,7,15,3,0,5,0,2,165.62,81.25
1269,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,55,33,0,7,15,4,0,5,0,2,166.67,81.82
1304,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,57,34,0,7,15,5,0,5,0,2,167.65,82.35
438,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,57,35,0,8,15,5,0,5,0,2,162.86,80.0
881,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,63,36,0,8,15,5,0,5,0,3,175.0,80.56
673,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,63,37,0,9,15,5,0,5,0,3,170.27,78.38
916,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,69,38,0,9,15,5,0,5,0,4,181.58,78.95
1741,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,70,39,0,9,16,5,0,5,0,4,179.49,79.49
2051,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,71,40,0,9,17,5,0,5,0,4,177.5,80.0
161,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,71,40,0,9,17,5,0,5,0,4,177.5,80.0
1758,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,72,41,0,9,18,5,0,5,0,4,175.61,80.49
1769,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,73,42,0,9,19,5,0,5,0,4,173.81,80.95
1383,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,75,43,0,9,19,6,0,5,0,4,174.42,81.4
1413,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,77,44,0,9,19,7,0,5,0,4,175.0,81.82
2430,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,78,45,0,9,20,7,0,5,0,4,173.33,80.0
841,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,84,46,0,9,20,7,0,5,0,5,182.61,80.43
1771,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,85,47,0,9,21,7,0,5,0,5,180.85,78.72
800,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,85,47,0,9,21,7,0,5,0,5,180.85,78.72
919,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,91,48,0,9,21,7,0,5,0,6,189.58,79.17
322,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,91,48,0,9,21,7,0,5,0,6,189.58,79.17
867,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,97,49,0,9,21,7,0,5,0,7,197.96,79.59
2071,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,98,50,0,9,22,7,0,5,0,7,196.0,80.0
174,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,98,51,0,10,22,7,0,5,0,7,192.16,80.39
325,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,98,51,0,10,22,7,0,5,0,7,192.16,80.39
869,2023-05-21,Gujarat Titans,2,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",,104,52,0,10,22,7,0,5,0,8,200.0,80.77
178,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
1784,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,1,2,0,1,1,0,0,0,0,0,50.0,100.0
488,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,1,3,0,2,1,0,0,0,0,0,33.33,100.0
2098,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,2,4,0,2,2,0,0,0,0,0,50.0,75.0
825,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,8,5,0,2,2,0,0,0,0,1,160.0,80.0
214,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,8,6,0,3,2,0,0,0,0,1,133.33,66.67
1951,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,9,7,0,3,3,0,0,0,0,1,128.57,71.43
74,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,9,8,0,4,3,0,0,0,0,1,112.5,75.0
1645,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,10,9,0,4,4,0,0,0,0,1,111.11,77.78
1146,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,14,10,0,4,4,0,0,1,0,1,140.0,80.0
736,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,14,11,0,5,4,0,0,1,0,1,127.27,81.82
1649,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,15,12,0,5,5,0,0,1,0,1,125.0,83.33
509,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,15,13,0,6,5,0,0,1,0,1,115.38,84.62
623,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,15,14,0,7,5,0,0,1,0,1,107.14,85.71
1196,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,19,15,0,7,5,0,0,2,0,1,126.67,86.67
255,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,19,16,0,8,5,0,0,2,0,1,118.75,87.5
1838,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,20,17,0,8,6,0,0,2,0,1,117.65,88.24
955,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,24,18,0,8,6,0,0,3,0,1,133.33,88.89
268,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,24,19,0,9,6,0,0,3,0,1,126.32,89.47
405,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,24,20,0,10,6,0,0,3,0,1,120.0,90.0
526,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,24,21,0,11,6,0,0,3,0,1,114.29,90.48
643,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,24,22,0,12,6,0,0,3,0,1,109.09,90.91
2310,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,25,23,0,12,7,0,0,3,0,1,108.7,91.3
1498,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,26,24,0,12,8,0,0,3,0,1,108.33,91.67
2013,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,27,25,0,12,9,0,0,3,0,1,108.0,92.0
1700,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,28,26,0,12,10,0,0,3,0,1,107.69,92.31
655,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,28,27,0,13,10,0,0,3,0,1,103.7,92.59
1212,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,32,28,0,13,10,0,0,4,0,1,114.29,92.86
